REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,VALUE
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,91600
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,55500
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,5100
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,33900
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Diabetes,Number of persons,12400
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Asthma,Number of persons,12500
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,5100
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,36000
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,18200
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,47100
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,31600
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,53800
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,139800
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,8500
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,13700
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,6400
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,72800
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,169700
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,235400
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,209200
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,187200
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,95900
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,858100
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,108700
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,907000
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,82400
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,265200
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,413300
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,262300
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,15500
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,181500
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Diabetes,Number of persons,51100
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Asthma,Number of persons,108000
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,20300
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,160300
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,93500
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,167700
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,111100
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,218200
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,682400
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,45300
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,65400
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,25400
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,343500
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,802600
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,1121600
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,1016200
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,913300
2015,"Calgary, Alberta","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,459200
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,747900
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,114500
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,831600
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,74000
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,241300
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,393900
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,265000
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,18200
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,217600
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Diabetes,Number of persons,63000
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Asthma,Number of persons,114500
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,32700
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,172100
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,106900
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,221500
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,150800
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,214100
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,611000
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,44600
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,56700
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,22600
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,328000
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,767200
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,1054100
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,912700
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,842700
2015,"Edmonton, Alberta","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,403900
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,96500
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,14200
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,109900
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,9200
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,29700
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,54000
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,31600
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,39700
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Diabetes,Number of persons,8900
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Asthma,Number of persons,12100
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,3500
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,27100
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,17800
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,25800
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,16400
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,33200
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,95400
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,8000
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,4700
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,47100
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,109400
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,146200
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,132000
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,127900
2015,"Kelowna, British Columbia","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,47600
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,93800
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,14600
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,100400
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,10800
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,34900
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,43700
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,43700
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,2800
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,32000
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Diabetes,Number of persons,10400
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Asthma,Number of persons,15500
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,4600
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,19800
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,17900
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,23500
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,15400
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,24700
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,89700
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,7700
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,11000
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,46100
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,111000
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,139500
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,123600
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,115100
2015,"Abbotsford-Mission, British Columbia","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,45800
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,1321900
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,250500
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,1479300
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,160400
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,442400
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,667600
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,327100
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,30900
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,330600
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Diabetes,Number of persons,130300
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Asthma,Number of persons,173900
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,38300
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,300000
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,196100
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,273300
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,162100
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,340100
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,1305500
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,81000
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,91600
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,33300
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,607400
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,1471700
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,1967900
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,1808200
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,1651900
2015,"Vancouver, British Columbia","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,731200
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,199200
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,36000
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,230200
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,18000
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,56800
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,108700
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,58700
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,1900
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,66000
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Diabetes,Number of persons,18100
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Asthma,Number of persons,24400
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,8800
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,44500
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,33700
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,46800
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,27200
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,56700
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,201900
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,13500
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,16500
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,6700
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,111300
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,221200
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,292700
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,262700
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,249400
2015,"Victoria, British Columbia","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,115500
